lat	lon	s_PwaveMed	s_PwaveMin	s_PwaveMax	s_PwindMed	s_PwindMin	s_PwindMax
24.0	-96.0	26.4683	1.9174	-835.5742	0.3263	0.0	-9.6247
24.0	-95.5	25.7736	2.2623	-749.5618	0.4011	0.0002	-6.0843
24.0	-95.0	25.4627	1.9143	-599.1517	0.4467	-0.0	-3.7121
24.0	-94.5	25.3975	1.1714	-384.2465	0.4508	0.0008	-7.4032
24.0	-94.0	25.502	0.9848	-325.3502	0.4161	0.0004	-6.5362
24.0	-93.5	25.2448	0.2744	-340.4159	0.4226	0.0004	-6.8687
24.0	-93.0	26.1588	-0.0385	-331.1896	0.4223	-0.001	-5.0806
24.0	-92.5	25.103	0.0226	-264.1893	0.4747	-0.0005	-5.1172
24.0	-92.0	24.0887	-0.1115	-210.1712	0.4988	-0.001	-4.9343
24.0	-91.5	22.579	-0.475	-160.2587	0.5722	0.0004	-6.8019
24.0	-91.0	21.0587	-0.7627	-130.293	0.5308	0.0007	-1.7504
24.0	-90.5	19.3083	-0.8311	-98.5072	0.5257	0.0011	-1.4309
24.0	-90.0	17.4609	-0.7878	-48.9555	0.5585	0.0005	-3.5181
24.0	-89.5	16.394	-0.7584	2.0002	0.579	0.0002	-0.9655
24.0	-89.0	15.3821	-0.7747	40.4977	0.5564	0.0008	-0.0202
24.0	-88.5	13.896	-0.6195	73.4134	0.5975	-0.0	5.7514
24.0	-88.0	12.66	-0.4166	140.1593	0.5964	-0.0004	12.2726
24.0	-87.5	11.1678	-0.0915	71.481	0.5719	0.0003	6.7367
24.0	-87.0	10.5174	0.1088	17.9091	0.6042	0.0	-0.2527
24.0	-86.5	10.195	0.0137	56.0276	0.6669	0.0001	-3.6619
24.0	-86.0	9.4962	-0.1502	58.4874	0.6933	0.0002	-5.0702
24.0	-85.5	8.5328	-0.422	87.7026	0.7322	0.0004	-5.6083
24.0	-85.0	7.5841	-0.5452	115.3528	0.718	-0.0	-3.7607
24.5	-120.0	-22.8478	1.3929	-8.0333	0.2732	0.0008	-5.1971
24.5	-119.5	-21.4613	-3.6998	-4.6636	0.2613	0.0012	-3.6085
24.5	-119.0	-18.4652	-3.4835	0.5434	0.2332	0.0011	-2.8227
24.5	-118.5	-16.6411	-5.4125	10.6427	0.2361	0.0016	-0.613
24.5	-118.0	-14.5184	-6.5225	11.3342	0.233	0.0012	1.4345
24.5	-117.5	-11.8744	-5.6198	14.0728	0.2199	0.0013	1.377
24.5	-117.0	-9.18	-4.7265	38.6105	0.2392	0.0012	3.4748
24.5	-116.5	-7.3471	-0.5534	54.5545	0.2347	0.0004	2.8495
24.5	-116.0	-4.0359	2.2105	75.7645	0.235	-0.0003	4.5491
24.5	-115.5	-4.2097	-6.1582	86.5309	0.2757	0.0008	4.9948
24.5	-115.0	-3.5069	-4.8184	78.9714	0.2814	0.0014	5.3808
24.5	-114.5	-5.6508	-6.3305	81.7652	0.2972	0.0004	7.836
24.5	-114.0	-6.0265	-3.778	120.8224	0.2998	0.0013	12.6133
24.5	-113.5	-6.2374	0.4959	164.8069	0.2871	0.0	21.3242
24.5	-113.0	-4.2872	2.3354	195.8288	0.229	0.0	16.13
24.5	-112.5	2.0655	2.4202	258.7995	0.1932	-0.0002	23.027
24.5	-112.0	7.7366	-2.6661	367.5904	0.1278	-0.0005	23.4093
24.5	-110.5	1.1418	-0.0279	96.4028	0.0686	0.0	16.2428
24.5	-110.0	2.2249	-0.3185	108.4454	0.2859	0.0	12.5872
24.5	-109.5	5.2323	-1.2368	328.3099	0.4421	0.0	15.1285
24.5	-109.0	9.4554	-1.3955	385.5287	0.448	0.0	12.4229
24.5	-108.5	12.923	-1.9199	399.5639	0.3887	0.0	9.2791
24.5	-108.0	14.3022	0.2149	340.2816	0.1512	0.0	9.3878
24.5	-97.5	11.6005	1.0926	-204.1742	-0.1018	0.0	-3.7556
24.5	-97.0	23.5712	1.5134	-419.7147	0.0548	0.0	-1.6344
24.5	-96.5	27.134	1.6058	-503.5944	0.239	0.0003	-2.0753
24.5	-96.0	27.1895	1.5863	-507.2234	0.309	0.0006	-1.8265
24.5	-95.5	26.8681	2.0619	-440.5739	0.3323	0.0	0.4888
24.5	-95.0	25.9858	1.6281	-365.0433	0.383	-0.0003	0.4433
24.5	-94.5	26.4488	1.0913	-214.864	0.4438	-0.0002	-3.991
24.5	-94.0	26.7717	0.6149	-186.1401	0.4583	-0.0002	-4.3691
24.5	-93.5	26.1314	0.2764	-212.0525	0.4611	0.0	-5.0888
24.5	-93.0	26.2702	0.1726	-230.2949	0.4913	0.001	-6.0602
24.5	-92.5	26.439	0.4821	-215.564	0.571	-0.0	-6.1532
24.5	-92.0	25.0383	0.2081	-182.5423	0.5834	-0.0	-3.6188
24.5	-91.5	22.9865	-0.3876	-130.2356	0.6343	0.0001	-5.6268
24.5	-91.0	21.4793	-0.5261	-89.398	0.6212	-0.0	-4.6887
24.5	-90.5	20.0722	-0.6967	-55.0381	0.6024	0.0013	-2.5975
24.5	-90.0	19.0688	-0.7623	-32.9083	0.5546	0.0002	-3.0228
24.5	-89.5	17.3324	-0.5637	-2.8888	0.5977	0.0004	-0.4315
24.5	-89.0	15.7344	-0.3668	30.6044	0.6401	0.0002	5.3017
24.5	-88.5	13.2456	-0.2767	115.103	0.6121	0.0	7.8946
24.5	-88.0	11.5001	-0.2481	150.1027	0.6185	0.0002	8.6598
24.5	-87.5	10.8665	0.0264	93.7439	0.6363	0.0001	5.4439
24.5	-87.0	10.0715	0.2693	99.2325	0.6552	0.0	3.0236
24.5	-86.5	9.4834	0.4288	97.1765	0.6901	0.0001	-0.085
24.5	-86.0	8.1125	0.2573	83.0332	0.6932	0.0	-1.6948
24.5	-85.5	7.8664	0.0816	78.6507	0.7666	-0.0002	-3.3135
24.5	-85.0	7.307	0.0698	70.3908	0.7199	0.0	-2.6212
25.0	-120.0	-24.3981	0.0205	-28.3262	0.2567	0.0	-2.1793
25.0	-119.5	-22.3554	-1.0187	-0.5837	0.2464	-0.0	-0.3486
25.0	-119.0	-20.7491	-3.7009	38.8441	0.2318	-0.0003	0.3914
25.0	-118.5	-17.5874	-5.203	39.8695	0.2294	0.0003	1.4295
25.0	-118.0	-15.9271	-8.1808	10.6551	0.2534	-0.0	0.9013
25.0	-117.5	-10.4284	-7.1363	-2.4945	0.2441	0.0003	0.9213
25.0	-117.0	-9.3343	-5.6333	-11.8727	0.2422	-0.0003	1.7746
25.0	-116.5	-8.778	-3.6857	-8.781	0.238	-0.0007	-0.2698
25.0	-116.0	-7.5104	-1.1401	5.5342	0.2112	0.0	0.3673
25.0	-115.5	-5.0081	-7.6968	34.502	0.2447	-0.0002	1.3145
25.0	-115.0	-7.0616	-6.837	64.0068	0.2764	0.0017	0.9774
25.0	-114.5	-6.5257	-6.1672	82.5829	0.2836	0.0002	4.6449
25.0	-114.0	-3.5902	-3.8205	124.8135	0.3013	0.0015	6.4835
25.0	-113.5	-4.5763	-0.2423	155.2922	0.2605	-0.0003	10.0539
25.0	-113.0	0.1397	0.7092	146.3411	0.1892	0.0	11.8574
25.0	-112.5	2.6118	3.1973	136.8398	0.1604	0.0	15.8326
25.0	-110.5	1.3801	-0.0596	154.8431	0.111	0.0	4.3884
25.0	-110.0	3.5809	-1.1983	236.1133	0.2763	0.0	9.5948
25.0	-109.5	5.8468	-1.2213	379.0871	0.363	0.0	10.5097
25.0	-109.0	5.8927	-1.8552	378.6822	0.3724	0.0	9.7941
25.0	-108.5	5.5826	-3.215	300.3286	0.1676	0.0	11.3862
25.0	-97.5	8.9002	1.0434	-91.2029	-0.103	-0.0003	-1.0129
25.0	-97.0	21.362	1.2888	-248.7294	0.0804	0.0003	0.0513
25.0	-96.5	26.5571	1.2007	-288.691	0.1673	-0.0	0.3634
25.0	-96.0	27.0595	1.8688	-334.9403	0.2136	0.0002	0.9405
25.0	-95.5	27.4269	1.5352	-299.9906	0.2974	0.0009	0.1778
25.0	-95.0	26.5001	1.5214	-213.3233	0.3561	-0.0004	0.7696
25.0	-94.5	27.0976	0.6827	-115.3471	0.4562	-0.0007	1.6131
25.0	-94.0	27.0748	0.577	-92.1824	0.4973	0.0	-0.6227
25.0	-93.5	26.1792	0.3245	-105.6163	0.4966	0.0002	0.0616
25.0	-93.0	25.8162	0.4825	-113.4475	0.5595	-0.0002	-1.0976
25.0	-92.5	25.7668	0.606	-118.4574	0.619	0.0002	-5.0488
25.0	-92.0	24.4428	0.66	-100.0301	0.6877	0.0	-3.8357
25.0	-91.5	23.4507	0.3058	-105.4478	0.6808	-0.0	-9.7237
25.0	-91.0	20.926	0.0676	-66.9786	0.683	0.0002	-6.7744
25.0	-90.5	19.7425	-0.2981	-18.1359	0.6108	0.0004	-5.6837
25.0	-90.0	18.5227	-0.5435	9.6959	0.583	0.0007	-2.7578
25.0	-89.5	17.1327	-0.3317	26.6889	0.6049	0.0	2.7621
25.0	-89.0	15.0733	0.067	83.4545	0.6493	0.0003	6.7858
25.0	-88.5	13.248	0.1992	110.3557	0.6472	0.0002	8.6061
25.0	-88.0	11.6048	0.1517	84.7042	0.6107	0.0002	7.4758
25.0	-87.5	10.2618	0.0727	77.4188	0.6356	0.0002	5.9969
25.0	-87.0	9.5734	0.4024	92.4034	0.6707	0.0003	2.6462
25.0	-86.5	8.7318	0.6987	97.1428	0.6725	0.0002	3.7503
25.0	-86.0	8.2751	0.6042	85.1384	0.623	0.0	3.2683
25.0	-85.5	7.4236	0.2903	68.0642	0.7036	-0.0	-0.3209
25.0	-85.0	6.2042	0.0947	4.7444	0.635	-0.0003	-2.1245
25.5	-120.0	-24.4938	-2.4789	-36.9043	0.2471	-0.0001	-0.2029
25.5	-119.5	-23.2839	-4.9422	-20.3033	0.2282	-0.0	0.2805
25.5	-119.0	-22.0735	-6.0115	-1.3763	0.2175	-0.0005	-0.1799
25.5	-118.5	-19.2912	-7.0942	13.2786	0.2405	-0.0003	-0.7868
25.5	-118.0	-17.1561	-9.4979	18.2368	0.2681	-0.0004	-2.1143
25.5	-117.5	-10.8143	-11.4413	23.4211	0.256	0.0	-2.6331
25.5	-117.0	-8.0781	-8.1176	20.9586	0.2679	0.0005	-2.3084
25.5	-116.5	-8.894	-1.3665	22.193	0.253	-0.0009	-1.7267
25.5	-116.0	-9.5497	0.7034	29.6458	0.2143	-0.0011	-2.6148
25.5	-115.5	-7.4894	-12.5806	45.9404	0.1932	0.0	-2.6235
25.5	-115.0	-6.3944	-6.8634	87.0483	0.1963	-0.0006	-1.282
25.5	-114.5	-6.6084	-5.6986	116.6792	0.2598	0.0017	0.5894
25.5	-114.0	-1.7005	-5.2578	129.3536	0.2812	0.0011	3.516
25.5	-113.5	3.2386	-1.1055	135.7364	0.196	0.0	4.9323
25.5	-113.0	8.6184	0.9009	166.1005	0.1425	0.0	5.0928
25.5	-112.5	8.7315	1.3133	191.7529	0.0925	0.0	11.9041
25.5	-111.0	1.1109	-0.0954	155.7348	0.0752	0.0	10.0928
25.5	-110.5	2.2855	-0.5336	286.4601	0.1924	0.0	13.5866
25.5	-110.0	3.6153	-0.8254	326.5082	0.2438	0.0	16.0021
25.5	-109.5	4.4509	-1.6279	313.3669	0.2952	0.0	12.9802
25.5	-97.0	21.0728	0.9323	-297.2198	0.0349	0.0004	-1.3275
25.5	-96.5	25.325	1.2175	-271.6537	0.143	0.0007	-1.4728
25.5	-96.0	26.4731	1.2724	-208.4696	0.2788	0.0	-0.3572
25.5	-95.5	27.2272	1.2937	-200.903	0.3294	-0.0015	0.583
25.5	-95.0	26.6389	1.36	-155.3824	0.3543	-0.0004	2.9543
25.5	-94.5	26.4959	1.1525	-82.1858	0.4796	-0.0003	4.6415
25.5	-94.0	27.21	1.1823	8.3828	0.5083	-0.0005	4.7948
25.5	-93.5	26.8285	0.8734	50.9125	0.5301	-0.0003	3.6764
25.5	-93.0	25.3772	0.6782	43.0831	0.5989	-0.0024	1.426
25.5	-92.5	25.2034	0.8396	26.8255	0.6853	-0.0014	-2.0982
25.5	-92.0	23.9602	0.9849	4.9451	0.6947	-0.0003	-2.8011
25.5	-91.5	22.0921	0.6625	-21.7395	0.7298	0.0005	-5.3667
25.5	-91.0	20.0284	0.2774	-13.9202	0.7179	-0.0	-3.7351
25.5	-90.5	17.5317	-0.0201	6.0491	0.6889	-0.0002	-6.437
25.5	-90.0	16.0795	0.0688	49.682	0.6402	0.0007	-4.7531
25.5	-89.5	15.2468	0.0356	83.8779	0.5876	-0.0001	3.073
25.5	-89.0	13.6751	0.2684	101.868	0.5991	0.0	6.4207
25.5	-88.5	12.8928	0.2561	79.4217	0.6577	0.0003	4.6947
25.5	-88.0	11.4528	0.2935	57.612	0.6915	0.0	5.0284
25.5	-87.5	9.9093	0.3502	60.9187	0.6466	0.0	4.6731
25.5	-87.0	8.5729	0.2451	76.3046	0.6182	0.0	3.5927
25.5	-86.5	8.3258	0.385	80.2052	0.5885	-0.0	3.9509
25.5	-86.0	7.0804	0.5997	64.4718	0.5422	0.0002	4.5685
25.5	-85.5	6.4349	0.3779	48.6687	0.5855	0.0	3.5932
25.5	-85.0	5.5126	0.0473	41.393	0.4785	0.0006	1.0404
26.0	-120.0	-21.5206	-3.7592	-62.8721	0.2353	-0.0005	-2.9312
26.0	-119.5	-22.6465	-6.3355	-52.2671	0.2295	-0.0	-2.6465
26.0	-119.0	-21.5387	-7.6065	-31.3121	0.2118	-0.0	-3.0469
26.0	-118.5	-18.8028	-7.3505	-7.2435	0.2367	0.0006	-3.0452
26.0	-118.0	-15.2094	-11.5344	11.856	0.2423	0.0004	-4.1931
26.0	-117.5	-10.1375	-11.0908	28.4376	0.2521	-0.0009	-3.2879
26.0	-117.0	-7.8166	-4.5163	31.174	0.2445	-0.0004	-2.8319
26.0	-116.5	-7.7344	-3.4284	42.8401	0.2142	0.0005	-2.498
26.0	-116.0	-8.241	-1.5115	54.0599	0.1829	-0.0007	-3.3097
26.0	-115.5	-8.4812	-13.7586	72.0794	0.1144	0.0002	-3.2559
26.0	-115.0	-6.7272	-8.8665	105.0748	0.1149	-0.0004	-2.1355
26.0	-114.5	-5.1132	-7.8639	133.7559	0.1821	0.0003	-0.5851
26.0	-114.0	0.2644	-2.9914	118.6538	0.2435	0.0	1.5838
26.0	-113.5	8.1737	-1.1813	116.0168	0.1681	-0.0002	3.3963
26.0	-113.0	13.0638	1.2948	152.0241	0.1243	0.0	2.2902
26.0	-112.5	7.239	0.2689	126.4324	0.0324	0.0	6.579
26.0	-111.0	0.8441	-0.0527	208.359	0.0786	0.0	17.6849
26.0	-110.5	2.825	-0.7897	474.5914	0.187	0.0	19.9425
26.0	-110.0	3.1372	-1.6672	473.3369	0.231	0.0	23.6067
26.0	-109.5	2.3372	-1.1165	238.2645	0.1697	0.0	12.879
26.0	-97.0	16.6361	0.8307	-212.4541	0.0726	-0.0014	-1.1745
26.0	-96.5	24.3337	0.9553	-322.6004	0.1856	0.0003	-1.9138
26.0	-96.0	26.1846	1.1417	-235.7682	0.2773	0.0003	-1.3001
26.0	-95.5	26.3999	1.2538	-173.0712	0.3621	-0.0005	3.3909
26.0	-95.0	25.5607	1.1955	-164.0281	0.3864	-0.0002	3.6496
26.0	-94.5	26.1042	1.1257	-66.1133	0.4638	0.0003	10.6347
26.0	-94.0	26.6541	1.1593	79.6849	0.4719	-0.0002	9.972
26.0	-93.5	26.7021	0.997	180.4584	0.5328	-0.0003	6.8455
26.0	-93.0	25.8952	0.4322	208.6316	0.6833	-0.0027	1.1621
26.0	-92.5	25.1842	0.5948	194.0757	0.7723	-0.0043	0.7498
26.0	-92.0	23.9032	0.7668	163.4031	0.7911	-0.0008	-1.3648
26.0	-91.5	22.8298	0.7887	124.0305	0.7676	-0.0031	1.1969
26.0	-91.0	20.1273	0.6814	83.729	0.7615	-0.0003	-0.3428
26.0	-90.5	16.7044	0.446	77.218	0.7165	-0.0007	-2.458
26.0	-90.0	14.3946	0.5121	80.8298	0.6906	0.0002	-0.5348
26.0	-89.5	13.5374	0.204	83.4738	0.6009	-0.0002	2.2366
26.0	-89.0	12.8965	0.1907	61.903	0.5913	0.0005	2.5253
26.0	-88.5	11.8018	0.1142	58.92	0.6963	-0.0003	5.9281
26.0	-88.0	10.6885	-0.0449	47.2287	0.6647	0.0003	3.3414
26.0	-87.5	9.2508	-0.0643	59.9665	0.6904	-0.0001	2.9317
26.0	-87.0	7.6602	0.0752	58.0168	0.5913	0.0002	1.0004
26.0	-86.5	7.675	0.0922	35.3804	0.5327	0.0001	2.5456
26.0	-86.0	6.5766	0.3416	-10.0943	0.5276	0.0001	4.4757
26.0	-85.5	5.3762	0.5556	-24.9334	0.507	0.0	1.1967
26.0	-85.0	4.5128	0.2203	-17.4217	0.4153	0.0003	1.8057
26.5	-120.0	-19.4696	0.1125	-52.6744	0.2682	-0.0002	-4.9464
26.5	-119.5	-21.1563	-4.1818	-52.5781	0.2452	-0.0	-3.4782
26.5	-119.0	-19.6214	-4.7448	-45.5109	0.2071	-0.0	-3.3232
26.5	-118.5	-18.6835	-6.7461	-27.9454	0.205	-0.0001	-3.7181
26.5	-118.0	-15.9921	-7.941	-7.0035	0.2156	0.0001	-2.8322
26.5	-117.5	-11.2739	-8.052	16.821	0.2233	0.0002	-3.2175
26.5	-117.0	-8.246	-7.7075	26.0456	0.1907	0.0007	-3.4245
26.5	-116.5	-6.5455	-3.855	45.3679	0.168	0.0	-3.6839
26.5	-116.0	-6.6981	-10.7837	65.5596	0.1545	-0.0006	-4.2758
26.5	-115.5	-6.6099	-11.5471	89.7791	0.1381	0.0009	-3.6075
26.5	-115.0	-5.143	-7.6536	126.6144	0.0667	-0.0007	-2.504
26.5	-114.5	-0.3329	-7.3714	138.7475	0.1252	-0.0003	-2.6273
26.5	-114.0	7.8315	-5.256	126.2344	0.1508	0.0002	-0.2632
26.5	-113.5	13.0144	-0.8137	67.2417	0.169	0.0002	-0.5969
26.5	-113.0	15.5542	0.9846	112.6554	0.0294	0.0	-0.1471
26.5	-111.0	1.8192	-0.2463	535.721	0.163	0.0	20.0903
26.5	-110.5	2.9395	-0.9022	617.4957	0.2562	0.0	27.9697
26.5	-110.0	2.6101	-0.7575	478.3781	0.1799	0.0	28.0402
26.5	-109.5	1.4583	-0.6145	194.9883	0.0682	0.0	16.6132
26.5	-97.0	18.2598	1.0326	-314.9596	0.2584	-0.0	-4.5417
26.5	-96.5	23.7366	1.2822	-422.9688	0.2874	0.0003	-3.4182
26.5	-96.0	24.3375	1.1453	-361.5643	0.3007	-0.0002	0.1046
26.5	-95.5	24.9005	1.0667	-308.925	0.3177	-0.0003	-1.5265
26.5	-95.0	24.5114	0.7887	-274.3267	0.3668	0.0002	3.3004
26.5	-94.5	24.2392	0.7839	-172.2131	0.4594	-0.0	8.6251
26.5	-94.0	25.9913	0.6317	37.5415	0.5275	-0.0002	10.9155
26.5	-93.5	26.1473	0.5833	185.2005	0.576	-0.0013	12.5239
26.5	-93.0	25.1014	0.2643	275.2724	0.6757	-0.002	6.6748
26.5	-92.5	24.9335	0.2416	309.5075	0.7813	-0.0018	6.9038
26.5	-92.0	22.4811	0.3714	286.3486	0.8319	-0.0036	1.7972
26.5	-91.5	20.8679	0.5966	255.9285	0.7935	-0.0052	2.7777
26.5	-91.0	17.9259	0.9691	229.1997	0.7932	0.0002	5.0218
26.5	-90.5	15.5687	0.9582	203.9401	0.7421	0.0003	3.1695
26.5	-90.0	13.0563	0.7105	153.5741	0.6907	0.0009	1.7926
26.5	-89.5	10.8078	0.4456	97.3959	0.6558	0.0009	-0.8623
26.5	-89.0	10.0158	0.3728	4.3401	0.6141	-0.0004	-3.7615
26.5	-88.5	9.8821	0.4956	-17.0357	0.6074	-0.0004	0.507
26.5	-88.0	9.6285	0.3453	7.6225	0.6214	-0.0001	5.5218
26.5	-87.5	8.9442	-0.0327	28.6162	0.6522	0.0003	6.525
26.5	-87.0	7.2359	0.062	-5.2123	0.6267	0.0002	3.9112
26.5	-86.5	6.687	0.0616	-37.1205	0.4857	0.0002	2.983
26.5	-86.0	5.4968	0.1599	-67.7742	0.4574	0.0004	9.1472
26.5	-85.5	4.2172	0.3518	-56.003	0.408	-0.0002	2.137
26.5	-85.0	2.8413	0.3677	-32.0353	0.2926	0.0	1.7718
27.0	-120.0	-17.8916	1.2829	-38.9118	0.2668	0.0004	-4.7152
27.0	-119.5	-18.9311	-3.9004	-41.7206	0.2628	0.0003	-2.6631
27.0	-119.0	-19.141	-5.4352	-48.361	0.2544	-0.0	-1.9282
27.0	-118.5	-19.4896	-4.7548	-45.8311	0.2104	0.0009	-1.1662
27.0	-118.0	-16.8157	-6.2113	-20.9313	0.1832	0.0007	-0.72
27.0	-117.5	-10.0547	-8.0864	2.1291	0.1777	0.0005	-0.4836
27.0	-117.0	-9.0265	-8.0166	27.7823	0.2114	0.0006	-1.1178
27.0	-116.5	-6.0284	-9.161	44.3752	0.2008	0.0004	-2.1895
27.0	-116.0	-5.6501	-12.1039	55.6993	0.164	0.0012	-4.2866
27.0	-115.5	-5.6716	-9.6136	92.1916	0.1609	-0.0003	-6.0437
27.0	-115.0	-0.9852	-5.6573	136.9485	0.0955	-0.0003	-4.7488
27.0	-114.5	3.9938	-4.7866	129.0275	0.1318	-0.0004	-2.9822
27.0	-111.5	1.2235	-0.2497	422.8048	0.1039	0.0	16.0428
27.0	-111.0	2.3379	-0.3144	843.1139	0.1997	0.0	25.0414
27.0	-110.5	2.5359	-0.475	702.8904	0.1538	0.0	24.8559
27.0	-110.0	1.734	-0.5006	468.9089	0.0151	0.0	8.7939
27.0	-97.0	17.3901	0.7195	-479.2198	0.3327	0.0	-10.7293
27.0	-96.5	23.2875	1.1895	-487.8749	0.3003	0.0002	-4.8147
27.0	-96.0	24.5802	1.0952	-405.1785	0.2183	0.0004	-1.0775
27.0	-95.5	24.2123	0.8919	-420.6591	0.2813	0.0005	-3.6954
27.0	-95.0	23.6265	0.511	-366.1534	0.3363	0.0	0.1968
27.0	-94.5	23.7215	0.1948	-260.2346	0.3996	0.0	2.7852
27.0	-94.0	24.2879	0.3353	-118.2859	0.4696	0.0	7.4526
27.0	-93.5	25.1359	-0.0342	58.015	0.5646	0.0002	8.1029
27.0	-93.0	24.0362	0.0455	223.0326	0.5765	0.0002	8.1379
27.0	-92.5	22.8805	0.084	261.2846	0.6432	0.0003	5.421
27.0	-92.0	20.8826	0.0907	291.8938	0.7003	-0.0002	0.9057
27.0	-91.5	18.2272	0.3318	246.6815	0.7929	-0.0004	3.5528
27.0	-91.0	15.3365	0.7289	246.6159	0.7743	-0.0008	8.31
27.0	-90.5	13.3993	0.8886	234.6496	0.7539	-0.0003	6.5498
27.0	-90.0	11.8841	1.1016	176.3212	0.6516	0.0003	5.6781
27.0	-89.5	9.5185	0.73	72.2645	0.5705	0.0	2.122
27.0	-89.0	7.821	0.4238	24.3922	0.5309	0.0003	-1.6096
27.0	-88.5	8.0083	0.5153	4.4971	0.526	-0.0002	-3.4603
27.0	-88.0	8.1059	0.743	3.499	0.5727	0.0	1.3407
27.0	-87.5	7.9161	0.4869	2.1605	0.5609	0.0002	9.7436
27.0	-87.0	7.347	0.2698	-50.8627	0.5019	0.0	5.7475
27.0	-86.5	7.4385	0.1561	-83.9241	0.4732	-0.0002	-1.0487
27.0	-86.0	5.9783	0.1775	-54.5116	0.4334	0.0	1.0339
27.0	-85.5	4.0915	0.3341	-58.6687	0.2855	0.0002	0.5785
27.0	-85.0	2.4646	0.4501	-41.3972	0.1765	-0.0002	0.2333
27.5	-120.0	-16.3768	3.3733	-6.2186	0.2475	0.0	-3.3183
27.5	-119.5	-17.4071	-1.794	-25.8869	0.2742	0.0002	-1.6279
27.5	-119.0	-17.9956	-4.5127	-44.982	0.2562	-0.0	-0.0676
27.5	-118.5	-20.3464	-5.2885	-48.7126	0.2165	0.0007	-0.6152
27.5	-118.0	-19.1019	-6.2043	-35.9922	0.2122	0.0002	-0.3044
27.5	-117.5	-13.0195	-5.7219	-18.7747	0.1894	-0.0003	0.6936
27.5	-117.0	-10.0828	-3.2867	10.6015	0.2155	-0.0007	2.0446
27.5	-116.5	-7.9328	-5.4968	17.6084	0.2293	0.0003	1.3937
27.5	-116.0	-5.949	-12.6778	31.2025	0.2027	-0.0013	-0.7077
27.5	-115.5	-4.6901	-7.9713	64.9339	0.2084	0.0001	-4.234
27.5	-115.0	4.1198	-5.338	98.4541	0.208	0.0	-4.3393
27.5	-112.0	1.3838	-0.0562	336.0196	0.1546	0.0	13.3876
27.5	-111.5	1.8324	-0.0902	661.473	0.0961	0.0	18.5624
27.5	-111.0	1.75	-0.1674	762.1395	0.1669	0.0	26.6918
27.5	-97.0	12.902	0.6745	-362.8356	0.3086	0.0	-12.4364
27.5	-96.5	19.5854	0.989	-453.2974	0.2774	0.0	-5.9762
27.5	-96.0	22.2638	0.9576	-434.9211	0.2247	0.0	-4.4183
27.5	-95.5	22.3266	0.6324	-435.264	0.2528	-0.001	-0.1396
27.5	-95.0	22.625	0.7014	-398.6766	0.2553	0.0001	-1.8446
27.5	-94.5	22.2228	0.4619	-287.8404	0.3357	-0.0003	-0.7674
27.5	-94.0	22.022	0.1663	-151.3376	0.372	0.0003	1.0191
27.5	-93.5	22.8734	0.1859	-59.4634	0.4492	0.0001	0.0743
27.5	-93.0	22.435	0.4524	29.002	0.5251	-0.0	-0.1737
27.5	-92.5	21.1578	0.3478	70.9085	0.5374	0.0001	1.4775
27.5	-92.0	18.8041	0.2826	152.6901	0.5723	-0.0003	-0.9381
27.5	-91.5	16.0388	0.4681	137.5101	0.5853	-0.0017	4.59
27.5	-91.0	13.6051	0.4886	174.899	0.6433	-0.0012	8.183
27.5	-90.5	11.2532	0.6391	196.5732	0.6699	-0.0009	9.3654
27.5	-90.0	10.2099	0.956	130.531	0.5699	0.0	7.098
27.5	-89.5	8.7845	0.9676	88.091	0.5106	0.0002	3.6941
27.5	-89.0	7.6507	0.8612	47.9097	0.4706	-0.0001	-1.3643
27.5	-88.5	6.1777	0.59	24.1216	0.441	0.0004	-3.4198
27.5	-88.0	6.2643	0.6892	18.8803	0.4794	-0.0004	-2.4277
27.5	-87.5	5.7172	0.6223	-2.7603	0.4462	-0.0007	4.2553
27.5	-87.0	5.8047	0.4857	-56.6663	0.446	-0.0004	3.6198
27.5	-86.5	5.2569	0.2431	-90.1548	0.4257	0.0	-0.9303
27.5	-86.0	4.5478	0.1034	-71.7031	0.3784	0.0	-1.7352
27.5	-85.5	3.4714	0.22	-60.3073	0.2312	0.0001	-0.5368
27.5	-85.0	2.0484	0.2322	-49.7357	0.1062	-0.0003	2.6395
28.0	-120.0	-17.0827	8.3455	-2.6469	0.2108	-0.0003	-2.4832
28.0	-119.5	-16.6189	8.5453	-20.8083	0.2525	0.0	-0.1059
28.0	-119.0	-17.8079	3.5601	-45.446	0.2534	-0.0002	0.8503
28.0	-118.5	-18.6116	-1.4099	-43.5722	0.2233	0.0	0.7364
28.0	-118.0	-14.3436	-2.9638	-58.9314	0.1945	-0.0003	-0.0895
28.0	-117.5	-11.5199	-3.816	-18.0937	0.2021	-0.0016	0.2236
28.0	-117.0	-9.3102	-4.2478	12.2007	0.2172	0.0011	0.4991
28.0	-116.5	-9.1583	-5.3852	-1.9717	0.2519	-0.0005	1.6158
28.0	-116.0	-8.5277	-10.7463	25.6491	0.2376	0.0003	1.0076
28.0	-115.5	-5.4411	-12.04	73.2211	0.2192	0.0011	-0.2572
28.0	-115.0	-0.3758	-4.5059	73.4696	0.2718	-0.0001	-0.1321
28.0	-114.5	-3.4537	-3.9319	95.6736	0.2226	0.0	0.8287
28.0	-112.5	1.1404	0.0036	292.8872	0.1471	0.0	18.3521
28.0	-112.0	1.9658	-0.0548	464.1356	0.2229	0.0	21.6756
